Heure,Niveau,,19/03/2018,,Bleue=-1,,Rouge=1
17:52:33,-0,400000005960464
17:52:34,-0,370199203491211
17:52:35,-0,266088962554932
17:52:36,-0,239569187164307
17:52:37,-0,0859012603759766
17:52:38,-0,0999526977539063
17:52:39,-0,098933219909668
17:52:40,0,0457563400268555
17:52:41,0,0598783493041992
17:52:42,0,264191389083862
17:52:43,0,244156360626221
17:52:44,0,171954870223999
17:52:45,0,187369108200073
17:52:46,0,137438774108887
17:52:47,0,203274726867676
17:52:48,0,245558738708496
17:52:49,0,263934135437012
17:52:50,0,263934135437012
17:52:51,0,343788862228394
17:52:52,0,305022716522217
17:52:53,0,334439039230347
17:52:54,0,384166955947876
17:52:55,0,353475332260132
17:52:56,0,400000005960464
17:52:57,0,400000005960464
17:52:58,0,39089822769165
17:52:59,0,400000005960464
17:53:00,0,400000005960464
17:53:01,0,400000005960464
17:53:02,0,400000005960464
17:53:03,0,327637910842896
17:53:04,0,327637910842896
17:53:05,0,147508144378662
17:53:06,0,147508144378662
17:53:07,0,119731903076172
17:53:08,-0,0273845195770264
17:53:09,-0,142119884490967
17:53:10,-0,220846176147461
17:53:11,-0,337964057922363
17:53:12,-0,337964057922363
17:53:13,-0,337964057922363
17:53:14,-0,400000005960464
17:53:15,-0,400000005960464
17:53:16,-0,400000005960464
17:53:17,-0,400000005960464
17:53:18,-0,394413948059082
17:53:19,-0,400000005960464
17:53:20,-0,400000005960464
17:53:21,-0,400000005960464
17:53:22,-0,400000005960464
17:53:23,-0,400000005960464
17:53:24,-0,400000005960464
17:53:25,-0,379843711853027
17:53:26,-0,325721740722656
17:53:27,-0,252623081207275
17:53:28,-0,247224807739258
17:53:29,-0,289486408233643
17:53:30,-0,289486408233643
17:53:31,-0,289486408233643
17:53:32,-0,289486408233643
17:53:33,-0,351478099822998
17:53:34,-0,400000005960464
17:53:35,-0,400000005960464
17:53:36,-0,368924140930176
17:53:37,-0,400000005960464
17:53:38,-0,400000005960464
17:53:39,-0,400000005960464
17:53:40,-0,400000005960464
17:53:41,-0,384690284729004
17:53:42,-0,384690284729004
17:53:43,-0,148040294647217
17:53:44,0,000375270843505859
17:53:45,0,284187793731689
17:53:46,0,400000005960464
17:53:47,0,400000005960464
17:53:48,0,400000005960464
17:53:49,0,400000005960464
17:53:50,0,400000005960464
17:53:51,0,400000005960464
17:53:52,0,400000005960464
17:53:53,0,37736701965332
17:53:54,0,400000005960464
17:53:55,0,400000005960464
17:53:56,0,400000005960464
17:53:57,0,400000005960464
17:53:58,0,400000005960464
17:53:59,0,400000005960464
17:54:00,0,400000005960464
17:54:01,0,400000005960464
17:54:02,0,287698030471802
17:54:03,0,123955488204956
17:54:04,0,123955488204956
17:54:05,0,0165956020355225
17:54:06,0,0165956020355225
17:54:07,0,0165956020355225
17:54:08,-0,105612754821777
17:54:09,-0,204699516296387
17:54:10,-0,122955799102783
17:54:11,-0,128376007080078
17:54:12,-0,0802240371704102
17:54:13,-0,139461278915405
17:54:14,-0,139461278915405
17:54:15,-0,139461278915405
17:54:16,-0,139461278915405
17:54:17,-0,139461278915405
17:54:18,-0,0740203857421875
17:54:19,-0,0935277938842773
17:54:20,-0,0638463497161865
17:54:21,0,0917117595672607
17:54:22,0,0288259983062744
17:54:23,0,0736966133117676
17:54:24,0,173077583312988
17:54:25,0,0885140895843506
17:54:26,0,0508577823638916
17:54:27,0,128891944885254
17:54:28,0,0656375885009766
17:54:29,0,190481662750244
17:54:30,0,256176233291626
17:54:31,0,256176233291626
17:54:32,0,228179454803467
17:54:33,0,228179454803467
17:54:34,0,151403665542603
17:54:35,0,151403665542603
17:54:36,0,151403665542603
17:54:37,0,151403665542603
17:54:38,0,151403665542603
17:54:39,0,151403665542603
17:54:40,0,0552117824554443
17:54:41,-0,0978906154632568
17:54:42,-0,27476978302002
17:54:43,-0,320818901062012
17:54:44,-0,400000005960464
17:54:45,-0,400000005960464
17:54:46,-0,400000005960464
17:54:47,-0,400000005960464
17:54:48,-0,400000005960464
17:54:49,-0,400000005960464
17:54:50,-0,400000005960464
17:54:51,-0,400000005960464
17:54:52,-0,400000005960464
17:54:53,-0,2891526222229
17:54:54,-0,27044677734375
17:54:55,-0,265215396881104
17:54:56,-0,269927024841309
17:54:57,-0,327930927276611
17:54:58,-0,327930927276611
17:54:59,-0,327930927276611
17:55:00,-0,342748641967773
17:55:01,-0,384043216705322
17:55:02,-0,396438121795654
17:55:03,-0,400000005960464
17:55:04,-0,400000005960464
17:55:05,-0,400000005960464
17:55:06,-0,400000005960464
17:55:07,-0,34820032119751
17:55:08,-0,274677276611328
17:55:09,-0,249636650085449
17:55:10,-0,281754493713379
17:55:11,-0,330333232879639
17:55:12,-0,293652534484863
17:55:13,-0,119136333465576
17:55:14,0,0237855911254883
17:55:15,0,0909135341644287
17:55:16,0,00399875640869141
17:55:17,0,0676438808441162
17:55:18,0,0676438808441162
17:55:19,0,0471627712249756
17:55:20,0,199038028717041
17:55:21,0,304779767990112
17:55:22,0,202100276947021
17:55:23,0,202100276947021
17:55:24,0,202100276947021
17:55:25,0,202100276947021
17:55:26,0,363778352737427
17:55:27,0,400000005960464
17:55:28,0,400000005960464
17:55:29,0,400000005960464
17:55:30,0,353763818740845
17:55:31,0,351551532745361
17:55:32,0,351359128952026
17:55:33,0,347195625305176
17:55:34,0,228127241134644
17:55:35,0,122379302978516
17:55:36,0,122379302978516
17:55:37,-0,0221338272094727
17:55:38,-0,0221338272094727
17:55:39,-0,0221338272094727
17:55:40,-0,0349678993225098
17:55:41,-0,0349678993225098
17:55:42,-0,0349678993225098
17:55:43,-0,0349678993225098
17:55:44,0,00225234031677246
17:55:45,0,0962338447570801
17:55:46,0,268838405609131
17:55:47,0,218775510787964
17:55:48,0,271105766296387
17:55:49,0,302742004394531
17:55:50,0,367541790008545
17:55:51,0,400000005960464
17:55:52,0,400000005960464
17:55:53,0,400000005960464
17:55:54,0,400000005960464
17:55:55,0,400000005960464
17:55:56,0,400000005960464
17:55:57,0,400000005960464
17:55:58,0,400000005960464
17:55:59,0,400000005960464
17:56:00,0,305111885070801
17:56:01,0,220463037490845
17:56:02,0,143990755081177
17:56:03,0,143990755081177
17:56:04,0,159230947494507
